year,sheet,_source_file,Tahun,PDB (Milyar),PDB (Milyar).1,variable,value
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW1,"1,748,731.20","1,834,355.10",Perubahan (%),0.64
2019,Produk Domestik Bruto,PDB_2019.xlsx,'2010,"6,864,133.10","6,864,133.10",Perubahan (%),0.0
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW4,"1,737,534.90","1,769,654.70",Perubahan (%),-2.12
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW3,"1,775,109.90","1,786,196.60",Perubahan (%),3.86
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW2,"1,709,132.00","1,704,509.90",Perubahan (%),4.07
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW1,"1,642,356.30","1,603,771.90",Perubahan (%),0.0
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW2,"3,396,302.60","5,947,005.40",Perubahan (%).1,4.96
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW1,"3,264,533.70","5,665,930.20",Perubahan (%).1,-0.16
2019,Produk Domestik Bruto,PDB_2019.xlsx,'2024,"12,920,281.70","22,138,964.00",Perubahan (%).1,5.97
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW4,"3,296,741.70","5,674,929.80",Perubahan (%).1,0.64
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW3,"3,279,509.80","5,638,869.10",Perubahan (%).1,1.85
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW2,"3,230,990.30","5,536,588.50",Perubahan (%).1,4.69
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW1,"3,113,039.90","5,288,576.60",Perubahan (%).1,-0.27
2019,Produk Domestik Bruto,PDB_2019.xlsx,'2023,"12,301,475.10","20,892,348.50",Perubahan (%).1,6.66
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW4,"3,139,160.60","5,302,657.70",Perubahan (%).1,0.15
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW3,"3,124,968.20","5,294,903.30",Perubahan (%).1,1.37
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW2,"3,075,781.90","5,223,290.30",Perubahan (%).1,2.99
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW1,"2,961,564.40","5,071,497.20",Perubahan (%).1,-0.85
2019,Produk Domestik Bruto,PDB_2019.xlsx,'2022,"11,710,223.20","19,588,459.90",Perubahan (%).1,15.38
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW4,"2,988,527.40","5,114,797.40",Perubahan (%).1,0.94
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW3,"2,977,920.00","5,066,968.20",Perubahan (%).1,3.45
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW2,"2,924,444.00","4,898,031.80",Perubahan (%).1,8.64
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW1,"2,819,331.80","4,508,662.50",Perubahan (%).1,0.23
2019,Produk Domestik Bruto,PDB_2019.xlsx,'2021,"11,120,059.70","16,976,751.40",Perubahan (%).1,9.93
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW4,"2,846,056.90","4,498,412.50",Perubahan (%).1,3.95
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW3,"2,816,492.10","4,327,383.90",Perubahan (%).1,3.57
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW2,"2,773,065.20","4,178,022.00",Perubahan (%).1,5.16
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW1,"2,684,445.50","3,972,933.00",Perubahan (%).1,1.06
2019,Produk Domestik Bruto,PDB_2019.xlsx,'2020,"10,722,999.30","15,443,353.20",Perubahan (%).1,-2.46
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW4,"2,709,721.70","3,931,411.20",Perubahan (%).1,0.86
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW3,"2,720,481.30","3,897,851.90",Perubahan (%).1,5.61
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW2,"2,589,769.20","3,690,742.20",Perubahan (%).1,-5.93
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW1,"2,703,027.10","3,923,347.90",Perubahan (%).1,-2.37
2019,Produk Domestik Bruto,PDB_2019.xlsx,'2019,"10,949,155.40","15,832,657.20",Perubahan (%).1,6.7
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW4,"2,769,748.10","4,018,606.20",Perubahan (%).1,-1.2
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW3,"2,818,812.70","4,067,358.00",Perubahan (%).1,2.61
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW2,"2,735,414.10","3,964,074.70",Perubahan (%).1,4.8
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW1,"2,625,180.50","3,782,618.30",Perubahan (%).1,-0.44
2019,Produk Domestik Bruto,PDB_2019.xlsx,'2018,"10,425,851.90","14,838,756.00",Perubahan (%).1,9.19
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW4,"2,638,969.60","3,799,213.50",Perubahan (%).1,-1.12
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW3,"2,684,332.20","3,842,343.00",Perubahan (%).1,4.22
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW2,"2,603,852.60","3,686,836.40",Perubahan (%).1,5.03
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW1,"2,498,697.50","3,510,363.10",Perubahan (%).1,0.56
2019,Produk Domestik Bruto,PDB_2019.xlsx,'2017,"9,912,928.10","13,589,825.70",Perubahan (%).1,9.58
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW4,"2,508,971.90","3,490,727.70",Perubahan (%).1,-0.38
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW3,"2,552,296.90","3,504,138.50",Perubahan (%).1,4.08
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW2,"2,473,512.90","3,366,787.30",Perubahan (%).1,4.29
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW1,"2,378,146.40","3,228,172.20",Perubahan (%).1,1.07
2019,Produk Domestik Bruto,PDB_2019.xlsx,'2016,"9,434,613.40","12,401,728.50",Perubahan (%).1,7.59
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW4,"2,385,186.80","3,193,903.80",Perubahan (%).1,-0.35
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW3,"2,429,260.60","3,205,019.00",Perubahan (%).1,4.28
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW2,"2,355,445.00","3,073,536.70",Perubahan (%).1,4.93
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW1,"2,264,721.00","2,929,269.00",Perubahan (%).1,-0.35
2019,Produk Domestik Bruto,PDB_2019.xlsx,'2015,"8,982,517.10","11,526,332.80",Perubahan (%).1,9.05
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW4,"2,272,929.20","2,939,558.70",Perubahan (%).1,-1.71
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW3,"2,312,843.50","2,990,645.00",Perubahan (%).1,4.28
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW2,"2,238,704.40","2,867,948.40",Perubahan (%).1,5.12
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW1,"2,158,040.00","2,728,180.70",Perubahan (%).1,1.13
2019,Produk Domestik Bruto,PDB_2019.xlsx,'2014,"8,564,866.60","10,569,705.30",Perubahan (%).1,10.72
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW4,"2,161,552.50","2,697,695.40",Perubahan (%).1,-1.79
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW3,"2,207,343.60","2,746,762.40",Perubahan (%).1,4.88
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW2,"2,137,385.60","2,618,947.30",Perubahan (%).1,4.49
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW1,"2,058,584.90","2,506,300.20",Perubahan (%).1,1.18
2019,Produk Domestik Bruto,PDB_2019.xlsx,'2013,"8,156,497.80","9,546,134.00",Perubahan (%).1,10.8
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW4,"2,057,687.60","2,477,097.50",Perubahan (%).1,-0.56
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW3,"2,103,598.10","2,491,158.50",Perubahan (%).1,6.34
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW2,"2,036,816.60","2,342,589.50",Perubahan (%).1,4.8
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW1,"1,958,395.50","2,235,288.50",Perubahan (%).1,3.07
2019,Produk Domestik Bruto,PDB_2019.xlsx,'2012,"7,727,083.40","8,615,704.50",Perubahan (%).1,10.01
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW4,"1,948,852.20","2,168,687.70",Perubahan (%).1,-2.47
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW3,"1,993,632.30","2,223,641.60",Perubahan (%).1,2.85
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW2,"1,929,018.70","2,162,036.90",Perubahan (%).1,4.89
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW1,"1,855,580.20","2,061,338.30",Perubahan (%).1,2.28
2019,Produk Domestik Bruto,PDB_2019.xlsx,'2011,"7,287,635.30","7,831,726.00",Perubahan (%).1,14.1
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW4,"1,840,786.20","2,015,392.50",Perubahan (%).1,-1.87
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW3,"1,881,849.70","2,053,745.40",Perubahan (%).1,6.51
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW2,"1,816,268.20","1,928,233.00",Perubahan (%).1,5.12
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW1,"1,748,731.20","1,834,355.10",Perubahan (%).1,3.66
2019,Produk Domestik Bruto,PDB_2019.xlsx,'2010,"6,864,133.10","6,864,133.10",Perubahan (%).1,0.0
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW4,"1,737,534.90","1,769,654.70",Perubahan (%).1,-0.93
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW3,"1,775,109.90","1,786,196.60",Perubahan (%).1,4.79
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW2,"1,709,132.00","1,704,509.90",Perubahan (%).1,6.28
2019,Produk Domestik Bruto,PDB_2019.xlsx,'TW1,"1,642,356.30","1,603,771.90",Perubahan (%).1,0.0
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW2,"3,396,302.60","5,947,005.40",Perubahan (%),4.04
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW1,"3,264,533.70","5,665,930.20",Perubahan (%),-0.98
2020,Produk Domestik Bruto,PDB_2020.xlsx,'2024,"12,920,281.70","22,138,964.00",Perubahan (%),5.03
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW4,"3,296,741.70","5,674,929.80",Perubahan (%),0.53
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW3,"3,279,509.80","5,638,869.10",Perubahan (%),1.5
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW2,"3,230,990.30","5,536,588.50",Perubahan (%),3.79
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW1,"3,113,039.90","5,288,576.60",Perubahan (%),-0.83
2020,Produk Domestik Bruto,PDB_2020.xlsx,'2023,"12,301,475.10","20,892,348.50",Perubahan (%),5.05
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW4,"3,139,160.60","5,302,657.70",Perubahan (%),0.45
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW3,"3,124,968.20","5,294,903.30",Perubahan (%),1.6
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW2,"3,075,781.90","5,223,290.30",Perubahan (%),3.86
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW1,"2,961,564.40","5,071,497.20",Perubahan (%),-0.9
2020,Produk Domestik Bruto,PDB_2020.xlsx,'2022,"11,710,223.20","19,588,459.90",Perubahan (%),5.31
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW4,"2,988,527.40","5,114,797.40",Perubahan (%),0.36
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW3,"2,977,920.00","5,066,968.20",Perubahan (%),1.83
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW2,"2,924,444.00","4,898,031.80",Perubahan (%),3.73
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW1,"2,819,331.80","4,508,662.50",Perubahan (%),-0.94
2020,Produk Domestik Bruto,PDB_2020.xlsx,'2021,"11,120,059.70","16,976,751.40",Perubahan (%),3.7
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW4,"2,846,056.90","4,498,412.50",Perubahan (%),1.05
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW3,"2,816,492.10","4,327,383.90",Perubahan (%),1.57
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW2,"2,773,065.20","4,178,022.00",Perubahan (%),3.3
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW1,"2,684,445.50","3,972,933.00",Perubahan (%),-0.93
2020,Produk Domestik Bruto,PDB_2020.xlsx,'2020,"10,722,999.30","15,443,353.20",Perubahan (%),-2.07
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW4,"2,709,721.70","3,931,411.20",Perubahan (%),-0.4
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW3,"2,720,481.30","3,897,851.90",Perubahan (%),5.05
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW2,"2,589,769.20","3,690,742.20",Perubahan (%),-4.19
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW1,"2,703,027.10","3,923,347.90",Perubahan (%),-2.41
2020,Produk Domestik Bruto,PDB_2020.xlsx,'2019,"10,949,155.40","15,832,657.20",Perubahan (%),5.02
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW4,"2,769,748.10","4,018,606.20",Perubahan (%),-1.74
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW3,"2,818,812.70","4,067,358.00",Perubahan (%),3.05
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW2,"2,735,414.10","3,964,074.70",Perubahan (%),4.2
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW1,"2,625,180.50","3,782,618.30",Perubahan (%),-0.52
2020,Produk Domestik Bruto,PDB_2020.xlsx,'2018,"10,425,851.90","14,838,756.00",Perubahan (%),5.17
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW4,"2,638,969.60","3,799,213.50",Perubahan (%),-1.69
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW3,"2,684,332.20","3,842,343.00",Perubahan (%),3.09
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW2,"2,603,852.60","3,686,836.40",Perubahan (%),4.21
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW1,"2,498,697.50","3,510,363.10",Perubahan (%),-0.41
2020,Produk Domestik Bruto,PDB_2020.xlsx,'2017,"9,912,928.10","13,589,825.70",Perubahan (%),5.07
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW4,"2,508,971.90","3,490,727.70",Perubahan (%),-1.7
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW3,"2,552,296.90","3,504,138.50",Perubahan (%),3.19
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW2,"2,473,512.90","3,366,787.30",Perubahan (%),4.01
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW1,"2,378,146.40","3,228,172.20",Perubahan (%),-0.3
2020,Produk Domestik Bruto,PDB_2020.xlsx,'2016,"9,434,613.40","12,401,728.50",Perubahan (%),5.03
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW4,"2,385,186.80","3,193,903.80",Perubahan (%),-1.81
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW3,"2,429,260.60","3,205,019.00",Perubahan (%),3.13
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW2,"2,355,445.00","3,073,536.70",Perubahan (%),4.01
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW1,"2,264,721.00","2,929,269.00",Perubahan (%),-0.36
2020,Produk Domestik Bruto,PDB_2020.xlsx,'2015,"8,982,517.10","11,526,332.80",Perubahan (%),4.88
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW4,"2,272,929.20","2,939,558.70",Perubahan (%),-1.73
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW3,"2,312,843.50","2,990,645.00",Perubahan (%),3.31
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW2,"2,238,704.40","2,867,948.40",Perubahan (%),3.74
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW1,"2,158,040.00","2,728,180.70",Perubahan (%),-0.16
2020,Produk Domestik Bruto,PDB_2020.xlsx,'2014,"8,564,866.60","10,569,705.30",Perubahan (%),5.01
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW4,"2,161,552.50","2,697,695.40",Perubahan (%),-2.07
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW3,"2,207,343.60","2,746,762.40",Perubahan (%),3.27
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW2,"2,137,385.60","2,618,947.30",Perubahan (%),3.83
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW1,"2,058,584.90","2,506,300.20",Perubahan (%),0.04
2020,Produk Domestik Bruto,PDB_2020.xlsx,'2013,"8,156,497.80","9,546,134.00",Perubahan (%),5.56
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW4,"2,057,687.60","2,477,097.50",Perubahan (%),-2.18
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW3,"2,103,598.10","2,491,158.50",Perubahan (%),3.28
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW2,"2,036,816.60","2,342,589.50",Perubahan (%),4.0
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW1,"1,958,395.50","2,235,288.50",Perubahan (%),0.49
2020,Produk Domestik Bruto,PDB_2020.xlsx,'2012,"7,727,083.40","8,615,704.50",Perubahan (%),6.03
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW4,"1,948,852.20","2,168,687.70",Perubahan (%),-2.25
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW3,"1,993,632.30","2,223,641.60",Perubahan (%),3.35
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW2,"1,929,018.70","2,162,036.90",Perubahan (%),3.96
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW1,"1,855,580.20","2,061,338.30",Perubahan (%),0.8
2020,Produk Domestik Bruto,PDB_2020.xlsx,'2011,"7,287,635.30","7,831,726.00",Perubahan (%),6.17
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW4,"1,840,786.20","2,015,392.50",Perubahan (%),-2.18
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW3,"1,881,849.70","2,053,745.40",Perubahan (%),3.61
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW2,"1,816,268.20","1,928,233.00",Perubahan (%),3.86
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW1,"1,748,731.20","1,834,355.10",Perubahan (%),0.64
2020,Produk Domestik Bruto,PDB_2020.xlsx,'2010,"6,864,133.10","6,864,133.10",Perubahan (%),0.0
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW4,"1,737,534.90","1,769,654.70",Perubahan (%),-2.12
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW3,"1,775,109.90","1,786,196.60",Perubahan (%),3.86
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW2,"1,709,132.00","1,704,509.90",Perubahan (%),4.07
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW1,"1,642,356.30","1,603,771.90",Perubahan (%),0.0
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW2,"3,396,302.60","5,947,005.40",Perubahan (%).1,4.96
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW1,"3,264,533.70","5,665,930.20",Perubahan (%).1,-0.16
2020,Produk Domestik Bruto,PDB_2020.xlsx,'2024,"12,920,281.70","22,138,964.00",Perubahan (%).1,5.97
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW4,"3,296,741.70","5,674,929.80",Perubahan (%).1,0.64
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW3,"3,279,509.80","5,638,869.10",Perubahan (%).1,1.85
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW2,"3,230,990.30","5,536,588.50",Perubahan (%).1,4.69
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW1,"3,113,039.90","5,288,576.60",Perubahan (%).1,-0.27
2020,Produk Domestik Bruto,PDB_2020.xlsx,'2023,"12,301,475.10","20,892,348.50",Perubahan (%).1,6.66
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW4,"3,139,160.60","5,302,657.70",Perubahan (%).1,0.15
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW3,"3,124,968.20","5,294,903.30",Perubahan (%).1,1.37
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW2,"3,075,781.90","5,223,290.30",Perubahan (%).1,2.99
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW1,"2,961,564.40","5,071,497.20",Perubahan (%).1,-0.85
2020,Produk Domestik Bruto,PDB_2020.xlsx,'2022,"11,710,223.20","19,588,459.90",Perubahan (%).1,15.38
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW4,"2,988,527.40","5,114,797.40",Perubahan (%).1,0.94
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW3,"2,977,920.00","5,066,968.20",Perubahan (%).1,3.45
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW2,"2,924,444.00","4,898,031.80",Perubahan (%).1,8.64
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW1,"2,819,331.80","4,508,662.50",Perubahan (%).1,0.23
2020,Produk Domestik Bruto,PDB_2020.xlsx,'2021,"11,120,059.70","16,976,751.40",Perubahan (%).1,9.93
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW4,"2,846,056.90","4,498,412.50",Perubahan (%).1,3.95
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW3,"2,816,492.10","4,327,383.90",Perubahan (%).1,3.57
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW2,"2,773,065.20","4,178,022.00",Perubahan (%).1,5.16
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW1,"2,684,445.50","3,972,933.00",Perubahan (%).1,1.06
2020,Produk Domestik Bruto,PDB_2020.xlsx,'2020,"10,722,999.30","15,443,353.20",Perubahan (%).1,-2.46
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW4,"2,709,721.70","3,931,411.20",Perubahan (%).1,0.86
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW3,"2,720,481.30","3,897,851.90",Perubahan (%).1,5.61
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW2,"2,589,769.20","3,690,742.20",Perubahan (%).1,-5.93
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW1,"2,703,027.10","3,923,347.90",Perubahan (%).1,-2.37
2020,Produk Domestik Bruto,PDB_2020.xlsx,'2019,"10,949,155.40","15,832,657.20",Perubahan (%).1,6.7
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW4,"2,769,748.10","4,018,606.20",Perubahan (%).1,-1.2
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW3,"2,818,812.70","4,067,358.00",Perubahan (%).1,2.61
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW2,"2,735,414.10","3,964,074.70",Perubahan (%).1,4.8
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW1,"2,625,180.50","3,782,618.30",Perubahan (%).1,-0.44
2020,Produk Domestik Bruto,PDB_2020.xlsx,'2018,"10,425,851.90","14,838,756.00",Perubahan (%).1,9.19
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW4,"2,638,969.60","3,799,213.50",Perubahan (%).1,-1.12
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW3,"2,684,332.20","3,842,343.00",Perubahan (%).1,4.22
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW2,"2,603,852.60","3,686,836.40",Perubahan (%).1,5.03
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW1,"2,498,697.50","3,510,363.10",Perubahan (%).1,0.56
2020,Produk Domestik Bruto,PDB_2020.xlsx,'2017,"9,912,928.10","13,589,825.70",Perubahan (%).1,9.58
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW4,"2,508,971.90","3,490,727.70",Perubahan (%).1,-0.38
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW3,"2,552,296.90","3,504,138.50",Perubahan (%).1,4.08
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW2,"2,473,512.90","3,366,787.30",Perubahan (%).1,4.29
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW1,"2,378,146.40","3,228,172.20",Perubahan (%).1,1.07
2020,Produk Domestik Bruto,PDB_2020.xlsx,'2016,"9,434,613.40","12,401,728.50",Perubahan (%).1,7.59
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW4,"2,385,186.80","3,193,903.80",Perubahan (%).1,-0.35
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW3,"2,429,260.60","3,205,019.00",Perubahan (%).1,4.28
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW2,"2,355,445.00","3,073,536.70",Perubahan (%).1,4.93
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW1,"2,264,721.00","2,929,269.00",Perubahan (%).1,-0.35
2020,Produk Domestik Bruto,PDB_2020.xlsx,'2015,"8,982,517.10","11,526,332.80",Perubahan (%).1,9.05
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW4,"2,272,929.20","2,939,558.70",Perubahan (%).1,-1.71
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW3,"2,312,843.50","2,990,645.00",Perubahan (%).1,4.28
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW2,"2,238,704.40","2,867,948.40",Perubahan (%).1,5.12
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW1,"2,158,040.00","2,728,180.70",Perubahan (%).1,1.13
2020,Produk Domestik Bruto,PDB_2020.xlsx,'2014,"8,564,866.60","10,569,705.30",Perubahan (%).1,10.72
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW4,"2,161,552.50","2,697,695.40",Perubahan (%).1,-1.79
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW3,"2,207,343.60","2,746,762.40",Perubahan (%).1,4.88
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW2,"2,137,385.60","2,618,947.30",Perubahan (%).1,4.49
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW1,"2,058,584.90","2,506,300.20",Perubahan (%).1,1.18
2020,Produk Domestik Bruto,PDB_2020.xlsx,'2013,"8,156,497.80","9,546,134.00",Perubahan (%).1,10.8
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW4,"2,057,687.60","2,477,097.50",Perubahan (%).1,-0.56
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW3,"2,103,598.10","2,491,158.50",Perubahan (%).1,6.34
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW2,"2,036,816.60","2,342,589.50",Perubahan (%).1,4.8
2020,Produk Domestik Bruto,PDB_2020.xlsx,'TW1,"1,958,395.50","2,235,288.50",Perubahan (%).1,3.07
2020,Produk Domestik Bruto,PDB_2020.xlsx,'2012,"7,727,083.40","8,615,704.50",Perubahan (%).1,10.01
